Nachbarschaft,Qualitaet,Zustand,Baujahr,Wohnflaeche,Zimmer,Kamine,Verkaufsjahr,Preis
BrkSide,5,5,1920,1167,6,1,2007,144000
BrkSide,5,8,1920,1513,8,0,2007,137500
BrkSide,6,7,1920,1376,7,0,2007,165000
IDOTRR,5,7,1920,1111,6,0,2007,101000
Sawyer,5,4,1920,2654,11,1,2007,158000
Edwards,4,7,1920,605,5,0,2007,86000
Edwards,4,5,1920,1362,7,0,2007,96000
Edwards,6,8,1920,865,4,1,2007,108500
IDOTRR,6,5,1920,1012,6,1,2007,118400
IDOTRR,5,2,1920,1077,6,0,2007,67000
OldTown,5,6,1920,1130,5,1,2006,120000
OldTown,4,6,1920,1657,9,1,2006,111500
OldTown,6,8,1920,1118,6,0,2006,116000
OldTown,3,4,1920,840,5,0,2006,64000
OldTown,7,7,1920,1762,8,0,2006,157000
OldTown,5,7,1920,1248,8,0,2006,93500
SWISU,6,8,1920,1510,6,0,2006,149000
Crawfor,7,6,1920,1802,9,1,2006,200100
Crawfor,6,5,1920,1550,7,1,2006,195000
IDOTRR,4,6,1920,1336,7,0,2006,108000
SWISU,6,7,1919,2447,10,1,2010,169000
BrkSide,6,6,1919,1824,8,1,2007,180500
IDOTRR,5,7,1919,1517,7,0,2007,115000
IDOTRR,5,4,1919,819,4,0,2006,72000
Crawfor,7,8,1919,1636,7,1,2006,167000
Crawfor,7,8,1918,1228,6,1,2009,137000
BrkSide,6,7,1918,838,5,0,2008,130000
Edwards,6,7,1918,1674,8,1,2008,185000
OldTown,6,8,1918,2264,8,0,2007,200000
Sawyer,5,7,1918,1416,7,0,2007,112000
Crawfor,7,8,1918,1426,7,1,2007,189950
Crawfor,6,6,1918,2624,10,1,2007,239000
NAmes,8,4,1918,3112,8,1,2006,235000
IDOTRR,3,3,1918,1020,5,0,2006,64500
Edwards,5,7,1918,1250,7,0,2006,116000
ClearCr,5,3,1917,1224,6,0,2010,107500
OldTown,6,7,1917,1288,5,1,2009,119000
OldTown,6,5,1917,2058,8,1,2008,129500
OldTown,5,7,1916,1656,8,0,2009,135000
BrkSide,6,6,1916,952,4,1,2009,121000
BrkSide,6,6,1916,2134,10,0,2009,214500
Crawfor,6,8,1916,1232,6,1,2009,147500
OldTown,5,5,1916,1344,7,0,2008,98000
OldTown,6,7,1916,2526,10,1,2007,136000
IDOTRR,4,7,1916,1196,5,0,2007,109900
OldTown,7,6,1916,1690,7,1,2006,144000
SWISU,5,8,1916,1928,10,0,2006,160000
IDOTRR,3,5,1916,936,6,0,2006,78000
OldTown,3,6,1915,1605,8,0,2010,107400
OldTown,5,6,1915,1652,7,0,2010,139000
OldTown,4,5,1915,1962,9,1,2010,149500
SWISU,5,4,1915,1392,6,0,2010,100000
SWISU,6,4,1915,1647,6,0,2010,128000
OldTown,4,5,1915,2377,8,1,2009,142900
OldTown,6,6,1915,1768,8,0,2009,155000
OldTown,7,8,1915,1826,7,1,2009,155000
OldTown,7,8,1915,1944,8,0,2009,179900
OldTown,6,7,1915,1427,7,0,2009,123000
IDOTRR,6,7,1915,1403,7,0,2009,116000
IDOTRR,3,2,1915,1526,6,0,2009,85000
OldTown,6,7,1915,1456,7,0,2008,139500
OldTown,5,8,1915,1416,7,1,2008,153900
BrkSide,6,4,1915,1716,8,0,2008,162500
IDOTRR,5,6,1915,1308,6,0,2008,120000
IDOTRR,3,3,1915,1344,8,0,2008,82375
Crawfor,6,7,1915,1680,8,0,2008,177000
BrkSide,6,7,1915,1396,7,0,2007,153575
IDOTRR,6,5,1915,2180,7,1,2007,161000
OldTown,6,8,1915,1595,7,1,2006,155500
OldTown,3,4,1915,1214,6,0,2006,105000
Edwards,6,3,1915,1338,7,0,2006,92000
Crawfor,7,5,1915,1717,7,1,2006,140000
Edwards,3,3,1914,864,5,0,2010,58500
OldTown,6,6,1914,1484,9,1,2008,128000
Edwards,3,3,1914,864,5,0,2008,67000
Crawfor,6,6,1914,1264,6,0,2008,147500
IDOTRR,6,7,1914,1355,7,0,2007,127000
SWISU,6,7,1914,3395,14,0,2007,200000
OldTown,7,7,1914,1768,6,2,2006,163000
Crawfor,5,5,1914,1784,9,0,2006,138887
Crawfor,5,6,1913,694,4,1,2007,90350
OldTown,6,8,1912,1560,7,0,2010,159900
OldTown,6,6,1912,2229,8,0,2009,104000
IDOTRR,5,8,1912,759,5,0,2008,85000
SWISU,5,6,1912,1716,9,0,2008,135900
SWISU,4,5,1912,2230,10,0,2006,118500
SWISU,5,6,1911,1964,7,0,2008,130000
OldTown,4,7,1910,1140,7,0,2010,96500
OldTown,5,3,1910,2256,12,0,2010,76500
OldTown,4,7,1910,1363,6,0,2010,125500
SWISU,5,7,1910,1680,7,1,2010,114900
OldTown,7,9,1910,1690,5,0,2009,156500
OldTown,5,6,1910,1230,5,0,2009,110000
OldTown,6,5,1910,1944,12,0,2009,103500
OldTown,5,8,1910,1306,6,0,2009,130000
OldTown,5,8,1910,1464,7,0,2009,129000
OldTown,5,5,1910,1447,6,0,2009,103000
OldTown,3,6,1910,968,6,0,2009,37900
OldTown,4,4,1910,1510,7,0,2009,87500
OldTown,4,3,1910,816,5,1,2009,58500
OldTown,5,4,1910,1022,4,0,2009,85000
OldTown,6,7,1910,1521,8,0,2009,146500
BrkSide,7,8,1910,2019,8,0,2009,167500
IDOTRR,2,4,1910,810,4,0,2009,57625
OldTown,5,5,1910,1360,6,0,2008,111000
OldTown,4,6,1910,1594,9,0,2008,118000
OldTown,5,6,1910,899,5,0,2008,78000
OldTown,6,8,1910,1984,8,0,2008,160000
OldTown,6,8,1910,1609,7,0,2008,127500
Edwards,5,7,1910,1347,5,0,2008,107500
Edwards,5,7,1910,796,4,0,2008,85000
IDOTRR,4,7,1910,1049,5,0,2008,80900
OldTown,5,7,1910,1432,7,0,2007,132000
OldTown,8,9,1910,1772,7,0,2007,184900
OldTown,5,7,1910,1232,6,0,2007,114000
OldTown,6,8,1910,1650,6,0,2007,144100
OldTown,6,6,1910,2291,9,1,2007,133900
OldTown,7,4,1910,1889,9,1,2007,122000
IDOTRR,4,1,1910,1484,6,0,2007,50000
Edwards,4,7,1910,1346,6,0,2007,112000
Crawfor,5,6,1910,1250,8,1,2007,139000
OldTown,4,4,1910,1760,7,1,2006,80000
OldTown,6,8,1910,1928,9,0,2006,137000
OldTown,7,6,1910,2104,9,0,2006,155000
OldTown,6,7,1910,1368,7,0,2006,114504
OldTown,6,8,1910,1635,5,0,2006,117000
IDOTRR,5,8,1910,1330,7,0,2006,116500
Edwards,4,6,1910,1436,6,0,2006,98000
Edwards,5,3,1910,1184,8,0,2006,81000
Edwards,4,7,1910,1273,5,0,2006,121000
ClearCr,6,8,1908,2358,10,1,2008,240000
BrkSide,5,8,1908,1252,5,0,2006,127000
SWISU,4,1,1907,1884,7,0,2010,93369
IDOTRR,6,7,1906,1469,7,0,2008,135000
OldTown,5,9,1905,1540,7,0,2008,129400
OldTown,6,7,1905,1912,7,1,2008,163000
OldTown,3,5,1905,1376,7,0,2006,96900
OldTown,5,8,1904,1539,8,1,2008,157500
OldTown,7,5,1902,1864,9,0,2009,97500
OldTown,5,4,1901,1173,7,0,2007,113000
OldTown,5,3,1901,1214,6,0,2007,117000
OldTown,4,5,1900,1844,9,2,2010,80400
OldTown,8,9,1900,1566,7,0,2010,150000
OldTown,5,9,1900,1812,8,1,2010,140000
SawyerW,6,8,1900,1445,6,0,2010,138500
IDOTRR,4,7,1900,1178,7,0,2010,102776
OldTown,3,5,1900,1699,7,0,2009,95000
OldTown,4,8,1900,1039,6,0,2009,114000
OldTown,6,7,1900,2007,8,0,2009,160000
IDOTRR,3,3,1900,797,5,0,2009,44000
IDOTRR,5,6,1900,2168,11,0,2009,123000
OldTown,4,7,1900,1294,7,0,2008,106250
OldTown,5,5,1900,1627,10,0,2008,139500
OldTown,5,7,1900,1017,5,0,2008,114000
BrkSide,6,9,1900,1290,6,0,2008,106900
Edwards,5,8,1900,1367,7,0,2008,119000
Edwards,5,7,1900,2200,9,0,2008,145900
IDOTRR,5,1,1900,1836,7,0,2008,103000
OldTown,5,8,1900,1174,6,1,2007,135000
OldTown,4,6,1900,1141,6,0,2007,85000
OldTown,4,8,1900,1798,7,0,2007,137000
OldTown,5,5,1900,2337,10,0,2007,90000
OldTown,4,8,1900,720,5,0,2006,86900
OldTown,5,4,1900,2414,10,1,2006,160000
OldTown,5,8,1900,2014,8,0,2006,169000
OldTown,6,8,1900,1416,7,0,2006,156500
OldTown,7,7,1900,1428,7,0,2006,139900
OldTown,4,6,1900,1951,9,0,2006,111500
OldTown,4,2,1900,1774,8,0,2006,87000
OldTown,5,4,1900,1440,6,0,2006,79000
OldTown,5,5,1898,2138,11,0,2009,106000
IDOTRR,4,7,1896,952,5,0,2010,50138
IDOTRR,4,7,1895,1361,6,0,2008,89000
OldTown,5,9,1895,1534,6,0,2007,148000
IDOTRR,5,6,1895,1991,9,0,2007,119600
OldTown,10,9,1893,2775,9,1,2008,325000
OldTown,5,4,1892,2372,11,0,2009,107500
OldTown,10,9,1892,3608,12,2,2006,475000
OldTown,8,9,1890,2268,7,0,2010,240000
OldTown,3,5,1890,725,4,0,2009,78500
OldTown,5,6,1890,1869,7,0,2009,124900
OldTown,5,9,1890,1080,5,0,2008,95000
OldTown,7,7,1890,2495,10,1,2008,184000
OldTown,4,7,1890,1544,7,0,2007,138000
OldTown,7,8,1890,2554,8,0,2007,159500
OldTown,4,6,1885,2290,11,0,2010,122500
OldTown,4,7,1885,1047,6,0,2007,100000
OldTown,8,9,1882,1742,8,1,2009,168000
OldTown,7,7,1880,2640,8,1,2009,265979
SawyerW,5,7,1880,2016,7,1,2009,131000
OldTown,7,9,1880,3493,10,1,2008,295000
OldTown,6,4,1880,2210,8,0,2007,117500
OldTown,5,6,1880,1750,8,0,2006,124000
OldTown,7,8,1879,2454,8,1,2007,185000
Sawyer,5,8,1875,1020,6,0,2010,94000
OldTown,8,5,1872,2358,8,0,2008,122000
